ApsimVersion = 5.4
Title = Ghab2_W0_9900
           year            day            das tt_since_emerg          stage            lai     biomass_wt       grain_wt    LeafGreenWt    StemGreenWt      biomass_n        grain_n     root_depth     StemGreenN    sw(1-10)(1)    sw(1-10)(2)    sw(1-10)(3)    sw(1-10)(4)    sw(1-10)(5)    sw(1-10)(6)    sw(1-10)(7)    sw(1-10)(8)    sw(1-10)(9)   sw(1-10)(10) no3ppm(1-6)(1) no3ppm(1-6)(2) no3ppm(1-6)(3) no3ppm(1-6)(4) no3ppm(1-6)(5) no3ppm(1-6)(6) nh4ppm(1-6)(1) nh4ppm(1-6)(2) nh4ppm(1-6)(3) nh4ppm(1-6)(4) nh4ppm(1-6)(5) nh4ppm(1-6)(6) LeafGreennconc StemGreennconc   n_conc_grain
         (year)          (day)            (d)            (?)             ()      (m^2/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)           (mm)        (g/m^2)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)            (%)            (%)            (%)
           2000             72             82        325.348          3.456          0.037          11.35           0.00           9.60           0.81           0.61           0.00        649.147           0.04          0.201          0.221          0.233          0.239          0.243          0.261          0.275          0.286          0.295          0.300          4.527          6.764          7.872          7.101          5.536          5.525          0.000          0.416          0.243          0.042          0.004          0.000          5.705          5.518          0.000
           2000             73             83        335.548          3.471          0.039          11.47           0.00           9.64           0.88           0.61           0.00        654.909           0.05          0.233          0.225          0.232          0.239          0.243          0.261          0.275          0.286          0.295          0.300          4.394          6.871          7.876          7.099          5.539          5.524          0.000          0.399          0.230          0.040          0.004          0.000          5.678          5.227          0.000
           2000             74             84        345.498          3.485          0.043          11.62           0.00           9.70           0.97           0.61           0.00        660.711           0.05          0.215          0.224          0.232          0.239          0.243          0.261          0.275          0.286          0.295          0.300          4.367          6.882          7.876          7.093          5.542          5.523          0.000          0.384          0.218          0.038          0.003          0.000          5.643          5.051          0.000
           2000             75             85        353.248          3.496          0.045          11.79           0.00           9.77           1.07           0.61           0.00        666.546           0.05          0.212          0.223          0.231          0.239          0.243          0.261          0.275          0.286          0.295          0.300          4.352          6.880          7.872          7.086          5.545          5.523          0.000          0.369          0.208          0.037          0.003          0.000          5.604          4.961          0.000
           2000             76             86        362.748          3.510          0.048          12.00           0.00           9.86           1.20           0.62           0.00        672.409           0.06          0.208          0.222          0.231          0.239          0.243          0.261          0.275          0.286          0.295          0.300          4.343          6.868          7.862          7.077          5.548          5.522          0.000          0.355          0.197          0.035          0.003          0.000          5.554          4.891          0.000
           2000             77             87        373.748          3.526          0.052          12.25           0.00           9.95           1.35           0.63           0.00        678.292           0.07          0.205          0.221          0.230          0.238          0.243          0.261          0.274          0.286          0.294          0.300          4.335          6.852          7.849          7.066          5.550          5.521          0.000          0.342          0.187          0.034          0.003          0.000          5.500          4.864          0.000
           2000             78             88        386.598          3.544          0.056          12.46           0.00          10.04           1.48           0.63           0.00        684.191           0.07          0.202          0.220          0.230          0.238          0.243          0.261          0.274          0.286          0.294          0.300          4.329          6.837          7.836          7.056          5.551          5.520          0.000          0.328          0.178          0.033          0.003          0.000          5.453          4.865          0.000
           2000             79             89        397.798          3.560          0.060          12.74           0.00          10.15           1.65           0.64           0.00        690.100           0.08          0.200          0.219          0.229          0.238          0.243          0.261          0.274          0.286          0.294          0.300          4.322          6.819          7.818          7.044          5.553          5.519          0.000          0.315          0.168          0.031          0.003          0.000          5.393          4.821          0.000
           2000             80             90        411.148          3.579          0.064          13.08           0.00          10.29           1.85           0.65           0.00        696.016           0.09          0.197          0.217          0.229          0.238          0.244          0.261          0.274          0.286          0.294          0.300          4.311          6.798          7.798          7.030          5.554          5.519          0.000          0.302          0.159          0.030          0.003          0.000          5.323          4.774          0.000
           2000             81             91        421.348          3.594          0.067          13.36           0.00          10.40           2.01           0.66           0.00        701.933           0.10          0.195          0.216          0.228          0.237          0.244          0.261          0.274          0.286          0.294          0.299          4.304          6.778          7.777          7.016          5.555          5.518          0.000          0.290          0.151          0.029          0.003          0.000          5.265          4.789          0.000
           2000             82             92        433.548          3.611          0.071          13.75           0.00          10.55           2.25           0.67           0.00        707.849           0.11          0.192          0.215          0.227          0.237          0.244          0.261          0.274          0.286          0.294          0.299          4.295          6.750          7.749          6.998          5.555          5.517          0.000          0.279          0.144          0.028          0.003          0.000          5.187          4.753          0.000
           2000             83             93        444.248          3.626          0.075          14.10           0.00          10.70           2.46           0.68           0.00        713.758           0.12          0.281          0.262          0.236          0.237          0.244          0.261          0.274          0.285          0.294          0.299          3.505          7.097          8.022          6.992          5.555          5.516          0.000          0.275          0.138          0.027          0.003          0.000          5.119          4.748          0.000
           2000             84             94        455.898          3.643          0.079          14.49           0.00          10.85           2.70           0.69           0.00        719.659           0.13          0.259          0.256          0.241          0.237          0.244          0.261          0.274          0.285          0.294          0.299          3.424          6.947          8.140          6.991          5.555          5.516          0.000          0.270          0.133          0.026          0.003          0.000          5.053          4.720          0.000
           2000             85             95        469.598          3.662          0.083          15.06           0.00          11.08           3.03           0.71           0.00        725.550           0.14          0.245          0.249          0.243          0.238          0.244          0.261          0.274          0.285          0.294          0.299          3.471          6.735          8.159          6.984          5.553          5.515          0.000          0.267          0.129          0.026          0.003          0.000          4.997          4.649          0.000
           2000             86             96        481.048          3.679          0.087          15.57           0.00          11.28           3.34           0.73           0.00        731.428           0.16          0.237          0.244          0.243          0.238          0.244          0.261          0.274          0.285          0.294          0.299          3.486          6.586          8.137          6.975          5.551          5.514          0.000          0.263          0.126          0.025          0.003          0.000          4.960          4.646          0.000
           2000             87             97        494.198          3.698          0.101          16.18           0.00          11.53           3.71           0.75           0.00        737.290           0.17          0.230          0.240          0.242          0.238          0.244          0.261          0.274          0.285          0.294          0.299          3.487          6.459          8.088          6.960          5.548          5.513          0.000          0.259          0.122          0.024          0.003          0.000          4.925          4.627          0.000
           2000             88             98        506.898          3.716          0.117          16.85           0.00          11.79           4.11           0.78           0.00        743.132           0.19          0.224          0.237          0.241          0.238          0.244          0.261          0.274          0.285          0.294          0.299          3.477          6.348          8.020          6.939          5.544          5.513          0.000          0.255          0.118          0.024          0.003          0.000          4.892          4.610          0.000
           2000             89             99        520.198          3.735          0.135          17.60           0.00          12.10           4.56           0.81           0.00        748.953           0.21          0.219          0.234          0.240          0.238          0.244          0.261          0.274          0.285          0.294          0.299          3.456          6.246          7.940          6.912          5.538          5.512          0.000          0.249          0.114          0.023          0.003          0.000          4.857          4.586          0.000
           2000             90            100        535.548          3.757          0.161          18.71           0.00          12.54           5.22           0.85           0.00        754.752           0.24          0.214          0.231          0.239          0.238          0.244          0.261          0.274          0.285          0.294          0.299          3.413          6.128          7.832          6.870          5.529          5.511          0.000          0.243          0.110          0.023          0.003          0.000          4.807          4.514          0.000
           2000             91            101        551.348          3.779          0.191          20.00           0.00          13.05           6.00           0.90           0.00        760.766           0.27          0.209          0.228          0.237          0.238          0.244          0.261          0.274          0.285          0.294          0.299          3.351          5.997          7.702          6.813          5.516          5.510          0.000          0.235          0.106          0.022          0.003          0.000          4.760          4.470          0.000
           2000             92            102        567.248          3.802          0.223          21.37           0.00          13.60           6.82           0.96           0.00        767.055           0.30          0.205          0.225          0.235          0.237          0.244          0.261          0.274          0.285          0.294          0.299          3.283          5.863          7.564          6.748          5.502          5.508          0.000          0.227          0.102          0.021          0.003          0.000          4.716          4.437          0.000
           2000             93            103        586.898          3.830          0.258          22.91           0.00          14.22           7.75           1.02           0.00        773.626           0.34          0.200          0.222          0.233          0.236          0.244          0.261          0.274          0.285          0.294          0.299          3.202          5.718          7.412          6.672          5.485          5.506          0.000          0.219          0.098          0.021          0.003          0.000          4.674          4.412          0.000
           2000             94            104        608.648          3.861          0.299          24.71           0.00          14.94           8.83           1.09           0.00        780.489           0.38          0.196          0.219          0.231          0.236          0.244          0.261          0.274          0.285          0.294          0.299          3.113          5.563          7.247          6.586          5.465          5.503          0.000          0.210          0.093          0.020          0.003          0.000          4.617          4.357          0.000
           2000             95            105        629.898          3.891          0.344          26.68           0.00          15.73          10.01           1.17           0.00        787.653           0.43          0.192          0.216          0.229          0.235          0.244          0.261          0.274          0.285          0.294          0.299          3.012          5.386          7.060          6.483          5.442          5.498          0.000          0.201          0.089          0.020          0.003          0.000          4.569          4.335          0.000
           2000             96            106        649.648          3.920          0.397          29.01           0.00          16.66          11.41           1.26           0.00        795.123           0.49          0.187          0.213          0.227          0.234          0.243          0.261          0.274          0.285          0.294          0.299          2.901          5.183          6.849          6.364          5.413          5.491          0.000          0.192          0.085          0.019          0.003          0.000          4.512          4.293          0.000
           2000             97            107        672.092          3.952          0.463          31.99           0.00          17.85          13.19           1.37           0.00        802.906           0.56          0.182          0.209          0.224          0.232          0.243          0.261          0.274          0.285          0.294          0.299          2.764          4.926          6.588          6.210          5.376          5.481          0.000          0.183          0.081          0.018          0.003          0.000          4.449          4.240          0.000
           2000             98            108        689.242          3.976          0.546          35.73           0.00          19.35          15.44           1.49           0.00        810.999           0.64          0.178          0.206          0.222          0.231          0.243          0.261          0.274          0.285          0.294          0.299          2.618          4.630          6.292          6.032          5.332          5.468          0.000          0.175          0.078          0.018          0.003          0.000          4.355          4.132          0.000
           2000             99            109        701.742          3.994          0.589          37.71           0.00          20.14          16.63           1.59           0.00        819.433           0.70          0.177          0.204          0.220          0.231          0.243          0.261          0.274          0.285          0.293          0.299          2.506          4.408          6.062          5.891          5.296          5.455          0.000          0.170          0.075          0.017          0.003          0.000          4.369          4.204          0.000
           2000            100            110        712.392          4.000          0.628          39.51           0.00          20.86          17.71           1.69           0.00        828.236           0.76          0.247          0.216          0.220          0.230          0.243          0.261          0.274          0.285          0.293          0.299          2.216          4.335          5.902          5.782          5.268          5.443          0.000          0.171          0.074          0.017          0.003          0.000          4.400          4.300          0.000
           2000            101            111        723.242          4.059          0.696          42.72           0.00          22.14          19.63           1.81           0.00        837.429           0.83          0.226          0.217          0.220          0.230          0.242          0.261          0.274          0.285          0.293          0.299          2.027          4.114          5.698          5.645          5.232          5.426          0.000          0.173          0.073          0.017          0.003          0.000          4.355          4.253          0.000
           2000            102            112        732.992          4.094          0.748          45.20           0.00          23.13          21.12           1.92           0.00        847.025           0.90          0.214          0.216          0.219          0.229          0.242          0.260          0.274          0.285          0.293          0.299          1.896          3.894          5.509          5.519          5.198          5.409          0.000          0.174          0.072          0.017          0.003          0.000          4.351          4.272          0.000
           2000            103            113        750.242          4.158          0.817          48.51           0.00          24.46          23.10           2.05           0.00        857.040           0.98          0.206          0.214          0.218          0.228          0.242          0.260          0.274          0.285          0.293          0.298          1.775          3.634          5.288          5.373          5.157          5.386          0.000          0.175          0.072          0.017          0.003          0.000          4.310          4.230          0.000
           2000            104            114        768.592          4.229          0.886          51.85           0.00          25.80          25.11           2.17           0.00        867.496           1.06          0.198          0.210          0.217          0.227          0.242          0.260          0.274          0.285          0.293          0.298          1.660          3.364          5.050          5.216          5.113          5.358          0.000          0.176          0.071          0.017          0.003          0.000          4.275          4.204          0.000
           2000            105            115        785.992          4.299          0.999          57.42           0.00          28.02          28.45           2.34           0.00        878.408           1.16          0.190          0.207          0.215          0.226          0.241          0.260          0.274          0.285          0.293          0.298          1.506          2.995          4.708          4.990          5.047          5.314          0.000          0.175          0.070          0.016          0.003          0.000          4.171          4.082          0.000
           2000            106            116        802.892          4.372          1.140          64.77           0.00          30.96          32.86           2.58           0.00        889.805           1.31          0.181          0.199          0.210          0.223          0.241          0.259          0.274          0.285          0.293          0.298          1.292          2.483          4.210          4.655          4.946          5.240          0.000          0.172          0.069          0.016          0.003          0.000          4.077          3.981          0.000
           2000            107            117        820.492          4.450          1.192          70.00           0.00          32.07          36.00           2.84           0.00        901.709           1.49          0.172          0.193          0.206          0.221          0.240          0.259          0.274          0.285          0.293          0.298          1.080          1.975          3.674          4.281          4.829          5.145          0.000          0.167          0.066          0.016          0.003          0.000          4.119          4.134          0.000
           2000            108            118        841.535          4.547          1.232          74.35           0.00          32.69          38.61           3.02           0.00        914.118           1.63          0.163          0.186          0.202          0.218          0.239          0.258          0.274          0.285          0.293          0.298          0.938          1.642          3.280          3.992          4.732          5.060          0.003          0.159          0.063          0.015          0.003          0.000          4.133          4.210          0.000
           2000            109            119        863.385          4.652          1.318          78.87           0.00          34.50          41.32           3.11           0.00        926.615           1.67          0.157          0.183          0.200          0.217          0.239          0.258          0.274          0.284          0.293          0.298          0.882          1.516          3.101          3.852          4.684          5.017          0.006          0.149          0.059          0.014          0.003          0.000          4.032          4.038          0.000
           2000            110            120        885.285          4.763          1.400          83.31           0.00          36.27          43.99           3.21           0.00        939.166           1.73          0.151          0.180          0.198          0.215          0.238          0.257          0.273          0.284          0.293          0.298          0.822          1.364          2.890          3.686          4.624          4.964          0.008          0.140          0.056          0.013          0.002          0.000          3.947          3.931          0.000
           2000            111            121        901.285          4.855          1.501          89.34           0.00          38.47          47.60           3.35           0.00        951.745           1.82          0.153          0.175          0.195          0.213          0.237          0.257          0.273          0.284          0.293          0.298          0.727          1.150          2.600          3.453          4.539          4.888          0.011          0.132          0.053          0.013          0.002          0.000          3.841          3.827          0.000
           2000            112            122        914.485          4.939          1.567          93.09           0.00          39.97          49.86           3.45           0.00        964.276           1.88          0.161          0.173          0.194          0.213          0.237          0.257          0.272          0.284          0.293          0.298          0.647          1.015          2.401          3.286          4.476          4.830          0.015          0.126          0.050          0.012          0.002          0.000          3.797          3.780          0.000
           2000            113            123        928.985          5.000          1.691         100.60           0.00          42.98          54.36           3.59           0.00        976.877           1.97          0.162          0.169          0.191          0.211          0.237          0.256          0.272          0.284          0.293          0.298          0.555          0.868          2.184          3.100          4.403          4.764          0.019          0.121          0.048          0.012          0.002          0.000          3.659          3.625          0.000
           2000            114            124        943.435          5.561          1.660         105.34           0.00          42.75          57.21           3.71           0.00        989.446           2.09          0.149          0.166          0.188          0.209          0.236          0.256          0.271          0.284          0.293          0.298          0.498          0.750          1.998          2.935          4.337          4.702          0.020          0.117          0.046          0.011          0.002          0.000          3.598          3.651          0.000
           2000            115            125        959.185          6.000          1.698         111.27           0.00          43.93          60.38           3.71           0.00       1002.006           2.11          0.138          0.162          0.186          0.208          0.236          0.255          0.270          0.284          0.293          0.298          0.482          0.707          1.916          2.859          4.305          4.672          0.020          0.112          0.044          0.011          0.002          0.000          3.401          3.501          0.000
           2000            116            126        974.885          6.070          1.628         114.95           0.00          42.62          62.35           3.74           0.00       1014.610           2.17          0.133          0.159          0.184          0.206          0.235          0.255          0.269          0.284          0.293          0.298          0.476          0.689          1.869          2.813          4.284          4.653          0.020          0.108          0.042          0.010          0.002          0.000          3.283          3.476          0.000
           2000            117            127        992.085          6.145          1.527         117.62           0.00          40.44          63.78           3.74           0.00       1027.325           2.23          0.128          0.156          0.182          0.205          0.235          0.254          0.268          0.284          0.293          0.298          0.475          0.689          1.848          2.791          4.274          4.642          0.021          0.102          0.040          0.010          0.002          0.000          3.195          3.489          0.000
           2000            118            128       1012.650          6.234          1.439         119.54           0.00          38.18          64.81           3.76           0.00       1040.227           2.28          0.124          0.153          0.180          0.204          0.234          0.254          0.266          0.284          0.293          0.298          0.475          0.698          1.836          2.777          4.267          4.635          0.021          0.095          0.037          0.009          0.002          0.000          3.156          3.519          0.000
           2000            119            129       1032.650          6.321          1.506         123.20           0.00          39.66          66.77           3.77           0.00       1053.404           2.28          0.122          0.150          0.178          0.203          0.234          0.254          0.265          0.284          0.293          0.298          0.476          0.707          1.826          2.764          4.260          4.628          0.021          0.088          0.035          0.009          0.002          0.000          3.071          3.415          0.000
           2000            120            130       1047.650          6.386          1.509         127.58           0.00          39.82          69.12           3.77           0.00       1067.026           2.31          0.157          0.148          0.177          0.202          0.233          0.253          0.264          0.284          0.293          0.298          0.471          0.715          1.815          2.751          4.253          4.622          0.024          0.081          0.032          0.008          0.002          0.000          2.934          3.336          0.000
           2000            121            131       1062.500          6.451          1.499         131.94           0.00          39.76          71.46           3.78           0.00       1081.353           2.33          0.145          0.146          0.175          0.201          0.233          0.253          0.263          0.283          0.292          0.298          0.466          0.716          1.798          2.734          4.245          4.613          0.024          0.076          0.031          0.008          0.002          0.000          2.805          3.264          0.000
           2000            122            132       1080.050          6.527          1.397         134.11           0.00          37.46          72.62           3.79           0.00       1096.358           2.37          0.132          0.144          0.174          0.200          0.233          0.253          0.262          0.283          0.292          0.298          0.462          0.710          1.776          2.711          4.235          4.602          0.024          0.070          0.029          0.008          0.002          0.000          2.739          3.268          0.000
           2000            123            133       1099.600          6.612          1.295         135.73           0.00          35.00          73.49           3.80           0.00       1112.047           2.41          0.127          0.142          0.173          0.199          0.233          0.253          0.261          0.282          0.292          0.298          0.462          0.716          1.768          2.702          4.230          4.597          0.025          0.066          0.028          0.007          0.002          0.000          2.714          3.283          0.000
           2000            124            134       1120.300          6.702          1.208         137.33           0.00          32.81          74.35           3.81           0.00       1128.456           2.45          0.122          0.141          0.172          0.199          0.232          0.252          0.261          0.281          0.292          0.298          0.462          0.720          1.760          2.694          4.226          4.592          0.025          0.062          0.027          0.007          0.002          0.000          2.691          3.291          0.000
           2000            125            135       1142.350          6.798          1.172         139.37           0.00          31.64          75.44           3.82           0.00       1145.456           2.47          0.118          0.139          0.171          0.198          0.232          0.252          0.260          0.280          0.292          0.297          0.463          0.724          1.753          2.687          4.222          4.587          0.025          0.059          0.027          0.007          0.002          0.000          2.653          3.275          0.000
           2000            126            136       1162.100          6.884          1.124         141.65           0.00          30.34          76.66           3.82           0.00       1162.456           2.50          0.114          0.138          0.170          0.197          0.232          0.252          0.259          0.279          0.292          0.297          0.463          0.727          1.747          2.680          4.218          4.583          0.025          0.058          0.026          0.007          0.002          0.000          2.580          3.256          0.000
           2000            127            137       1178.000          6.953          1.055         143.48           0.00          28.71          77.64           3.82           0.00       1179.456           2.52          0.110          0.136          0.169          0.197          0.232          0.252          0.259          0.278          0.292          0.297          0.464          0.729          1.741          2.674          4.215          4.579          0.025          0.057          0.026          0.007          0.002          0.000          2.516          3.248          0.000
           2000            128            138       1193.900          7.000          0.972         145.13           1.45          26.45          77.44           3.84           0.05       1196.456           2.50          0.106          0.135          0.168          0.196          0.231          0.251          0.258          0.277          0.292          0.297          0.465          0.728          1.733          2.666          4.211          4.574          0.025          0.055          0.026          0.007          0.002          0.000          2.477          3.233          3.600
           2000            129            139       1212.100          7.058          0.899         147.01           2.94          24.48          77.42           3.85           0.11       1213.456           2.48          0.103          0.134          0.168          0.196          0.231          0.251          0.258          0.275          0.292          0.297          0.466          0.730          1.728          2.661          4.208          4.571          0.025          0.054          0.025          0.007          0.002          0.000          2.449          3.203          3.600
           2000            130            140       1230.750          7.105          0.827         148.55           4.46          22.51          77.03           3.86           0.16       1230.456           2.45          0.099          0.133          0.167          0.195          0.231          0.251          0.257          0.274          0.292          0.297          0.467          0.731          1.723          2.657          4.205          4.567          0.025          0.053          0.025          0.006          0.001          0.000          2.410          3.187          3.600
           2000            131            141       1247.750          7.147          0.757         149.72           5.99          20.61          76.25           3.87           0.22       1247.456           2.43          0.096          0.132          0.166          0.195          0.231          0.251          0.257          0.273          0.291          0.297          0.468          0.731          1.719          2.653          4.203          4.564          0.025          0.052          0.025          0.006          0.001          0.000          2.376          3.183          3.600
           2000            132            142       1266.094          7.193          0.691         150.62           7.53          18.82          75.18           3.88           0.27       1264.456           2.40          0.092          0.131          0.166          0.195          0.231          0.251          0.256          0.272          0.290          0.297          0.469          0.732          1.715          2.649          4.201          4.561          0.025          0.052          0.025          0.006          0.001          0.000          2.346          3.187          3.600
           2000            133            143       1284.562          7.239          0.631         151.45           9.09          17.19          74.03           3.89           0.33       1281.456           2.36          0.089          0.130          0.165          0.194          0.231          0.251          0.256          0.271          0.289          0.297          0.470          0.732          1.712          2.646          4.199          4.559          0.025          0.052          0.025          0.006          0.001          0.000          2.317          3.192          3.600
           2000            134            144       1303.514          7.287          0.578         152.33          10.66          15.72          72.89           3.90           0.38       1298.456           2.33          0.086          0.129          0.165          0.194          0.231          0.250          0.255          0.270          0.288          0.297          0.471          0.733          1.708          2.643          4.197          4.556          0.025          0.052          0.025          0.006          0.001          0.000          2.288          3.192          3.600
           2000            135            145       1324.447          7.339          0.530         153.27          12.26          14.43          71.79           3.91           0.44       1315.456           2.29          0.083          0.128          0.164          0.194          0.231          0.250          0.255          0.270          0.286          0.297          0.472          0.733          1.705          2.640          4.195          4.554          0.025          0.053          0.025          0.006          0.001          0.000          2.260          3.186          3.600
           2000            136            146       1347.228          7.396          0.489         154.38          13.89          13.32          70.83           3.92           0.50       1332.456           2.24          0.080          0.128          0.164          0.194          0.230          0.250          0.255          0.269          0.284          0.297          0.474          0.733          1.703          2.638          4.193          4.552          0.025          0.054          0.025          0.006          0.001          0.000          2.228          3.169          3.600
           2000            137            147       1369.874          7.453          0.453         155.52          15.55          12.33          69.85           3.93           0.56       1349.456           2.20          0.080          0.127          0.164          0.193          0.230          0.250          0.254          0.268          0.283          0.297          0.475          0.733          1.700          2.636          4.192          4.550          0.025          0.054          0.025          0.006          0.001          0.000          2.195          3.149          3.600
           2000            138            148       1392.224          7.509          0.425         156.99          17.27          11.58          69.14           3.93           0.62       1366.456           2.15          0.080          0.126          0.163          0.193          0.230          0.250          0.254          0.268          0.281          0.296          0.476          0.734          1.698          2.634          4.191          4.548          0.025          0.055          0.025          0.006          0.001          0.000          2.161          3.111          3.600
           2000            139            149       1413.024          7.561          0.395         158.04          18.96          10.75          68.02           3.94           0.68       1383.456           2.10          0.080          0.126          0.163          0.193          0.230          0.250          0.254          0.267          0.279          0.296          0.477          0.734          1.696          2.632          4.189          4.546          0.025          0.055          0.025          0.006          0.001          0.000          2.118          3.091          3.600
           2000            140            150       1435.409          7.617          0.366         159.01          20.67           9.95          66.82           3.95           0.74       1400.456           2.05          0.080          0.125          0.163          0.193          0.230          0.250          0.254          0.266          0.278          0.295          0.479          0.734          1.694          2.631          4.188          4.544          0.025          0.055          0.025          0.006          0.001          0.000          2.072          3.072          3.600
           2000            141            151       1455.909          7.668          0.340         160.08          22.41           9.25          65.67           3.97           0.81       1417.456           2.00          0.080          0.125          0.162          0.193          0.230          0.250          0.253          0.266          0.277          0.294          0.480          0.735          1.692          2.629          4.187          4.542          0.025          0.055          0.025          0.006          0.001          0.000          2.025          3.048          3.600
           2000            142            152       1477.734          7.722          0.316         161.14          24.17           8.61          64.49           3.98           0.87       1434.456           1.95          0.080          0.124          0.162          0.192          0.230          0.250          0.253          0.265          0.275          0.292          0.481          0.735          1.691          2.628          4.186          4.540          0.025          0.055          0.025          0.006          0.001          0.000          1.979          3.021          3.600
           2000            143            153       1497.434          7.772          0.293         162.00          25.92           7.97          63.12           3.99           0.93       1451.456           1.90          0.080          0.124          0.162          0.192          0.230          0.249          0.253          0.265          0.274          0.291          0.482          0.735          1.690          2.627          4.186          4.538          0.025          0.056          0.025          0.006          0.001          0.000          1.934          3.003          3.600
           2000            144            154       1518.438          7.824          0.273         162.99          27.71           7.44          62.11           4.00           1.00       1468.456           1.84          0.080          0.124          0.162          0.192          0.230          0.249          0.253          0.265          0.273          0.289          0.483          0.736          1.688          2.626          4.185          4.536          0.025          0.056          0.025          0.006          0.001          0.000          1.888          2.962          3.600
           2000            145            155       1539.738          7.877          0.258         164.26          29.57           7.03          62.11           4.01           1.06       1485.456           1.78          0.080          0.123          0.162          0.192          0.230          0.249          0.253          0.264          0.272          0.287          0.484          0.736          1.687          2.626          4.184          4.534          0.025          0.056          0.025          0.006          0.001          0.000          1.861          2.869          3.600
           2000            146            156       1561.688          7.932          0.246         165.66          31.48           6.70          62.11           4.02           1.13       1500.000           1.72          0.080          0.123          0.161          0.192          0.230          0.249          0.252          0.264          0.271          0.285          0.485          0.737          1.686          2.625          4.183          4.532          0.025          0.056          0.025          0.006          0.001          0.000          1.878          2.773          3.600
           2000            147            157       1581.188          7.981          0.234         166.94          33.39           6.37          62.11           4.03           1.20       1500.000           1.66          0.080          0.123          0.161          0.192          0.230          0.249          0.252          0.263          0.271          0.283          0.486          0.737          1.685          2.625          4.182          4.530          0.025          0.056          0.025          0.006          0.001          0.000          1.898          2.678          3.600
           2000            148            158       1602.438          8.000          0.220         167.95          34.94           5.99          62.11           4.04           1.26       1500.000           1.62          0.080          0.123          0.161          0.192          0.230          0.249          0.252          0.263          0.270          0.281          0.488          0.738          1.685          2.625          4.181          4.528          0.025          0.056          0.025          0.006          0.001          0.000          1.928          2.603          3.600
           2000            149            159       1624.779          8.600          0.206         168.77          35.96           5.60          62.11           4.04           1.29       1500.000           1.59          0.080          0.122          0.161          0.192          0.230          0.249          0.252          0.263          0.269          0.279          0.489          0.738          1.684          2.625          4.180          4.526          0.025          0.056          0.025          0.006          0.001          0.000          1.967          2.557          3.600
           2000            150            160       1647.253          8.974          0.192         169.50          36.78           5.23          62.11           4.05           1.32       1500.000           1.57          0.080          0.122          0.161          0.192          0.230          0.249          0.252          0.263          0.268          0.278          0.490          0.739          1.683          2.625          4.179          4.524          0.025          0.056          0.025          0.006          0.001          0.000          2.013          2.522          3.600
           2000            151            161       1668.052          9.000          0.178         170.07          36.78           4.86          62.68           4.06           1.32       1500.000           1.57          0.080          0.122          0.161          0.191          0.229          0.249          0.252          0.262          0.268          0.276          0.491          0.739          1.683          2.624          4.178          4.522          0.025          0.056          0.025          0.006          0.001          0.000          2.071          2.509          3.600
           2000            152              0       1690.261          0.000          0.005           0.00           0.00           0.00           0.00           0.00           0.00       1500.000           0.00          0.080          0.122          0.161          0.191          0.229          0.249          0.252          0.262          0.267          0.275          0.492          0.740          1.682          2.625          4.177          4.520          0.025          0.056          0.025          0.006          0.001          0.000          0.000          0.000          0.000
           2000            153              0          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00           0.00          0.000           0.00          0.080          0.122          0.161          0.191          0.229          0.248          0.252          0.262          0.267          0.275          0.493          0.741          1.683          2.626          4.176          4.518          0.025          0.056          0.025          0.006          0.001          0.000          0.000          0.000          0.000
           2000            154              0          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00           0.00          0.000           0.00          0.080          0.122          0.161          0.191          0.229          0.248          0.252          0.262          0.267          0.275          0.494          0.743          1.683          2.628          4.175          4.516          0.025          0.056          0.025          0.006          0.001          0.000          0.000          0.000          0.000
           2000            155              0          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00           0.00          0.000           0.00          0.080          0.122          0.161          0.192          0.229          0.248          0.252          0.262          0.267          0.275          0.495          0.744          1.683          2.630          4.174          4.514          0.025          0.056          0.025          0.006          0.001          0.000          0.000          0.000          0.000
           2000            156              0          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00           0.00          0.000           0.00          0.080          0.122          0.161          0.192          0.229          0.248          0.252          0.262          0.267          0.275          0.496          0.745          1.683          2.631          4.173          4.512          0.025          0.056          0.025          0.006          0.001          0.000          0.000          0.000          0.000
           2000            157              0          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00           0.00          0.000           0.00          0.080          0.122          0.161          0.192          0.229          0.248          0.252          0.262          0.267          0.275          0.497          0.747          1.684          2.633          4.172          4.510          0.025          0.056          0.025          0.006          0.001          0.000          0.000          0.000          0.000
           2000            158              0          0.000          0.000          0.000           0.00           0.00           0.00           0.00           0.00           0.00          0.000           0.00          0.080          0.122          0.161          0.192          0.229          0.248          0.252          0.262          0.267          0.275          0.498          0.748          1.684          2.634          4.171          4.509          0.025          0.056          0.025          0.005          0.001          0.000          0.000          0.000          0.000
