"Change in Total Rainfall (mm) , in AUSTRALIA for the year 2030, May"
"Model: MUIB/KMA ECHO-G. Emission Scenario: SRES marker scenario B1, Climate Sensitivity: low"
"Created on 2/14/2008 1:41:10 PM using OzClim OzClimWebService Date: 2007-10-19 14:21:20 +1000 (Fri, 19 Oct 2007) Revision: 865 "
"www.csiro.au/ozclim"
"latitude","longitude","value"
    -11.25,     117.5,-9999.0
    -11.25,    117.75,-9999.0
    -11.25,       118,-9999.0
    -11.25,    118.25,-9999.0
    -11.25,     118.5,-9999.0
    -11.25,    118.75,-9999.0
    -11.25,       119,-9999.0
    -11.25,    119.25,-9999.0
    -11.25,     119.5,-9999.0
    -11.25,    119.75,-9999.0
    -11.25,       120,-9999.0
    -11.25,    120.25,-9999.0
    -11.25,     120.5,-9999.0
    -11.25,    120.75,-9999.0
    -11.25,       121,-9999.0
    -11.25,    121.25,-9999.0
    -11.25,     121.5,-9999.0
    -11.25,    121.75,-9999.0
    -11.25,       122,-9999.0
    -11.25,    122.25,-9999.0
    -11.25,     122.5,-9999.0
    -11.25,    122.75,-9999.0
    -11.25,       123,-9999.0
    -11.25,    123.25,-9999.0
    -11.25,     123.5,-9999.0
    -11.25,    123.75,-9999.0
    -11.25,       124,-9999.0
    -11.25,    124.25,-9999.0
    -11.25,     124.5,-9999.0
    -11.25,    124.75,-9999.0
    -11.25,       125,-9999.0
    -11.25,    125.25,-9999.0
    -11.25,     125.5,-9999.0
    -11.25,    125.75,-9999.0
    -11.25,       126,-9999.0
    -11.25,    126.25,-9999.0
    -11.25,     126.5,-9999.0
    -11.25,    126.75,-9999.0
    -11.25,       127,-9999.0
    -11.25,    127.25,-9999.0
    -11.25,     127.5,-9999.0
    -11.25,    127.75,-9999.0
    -11.25,       128,-9999.0
    -11.25,    128.25,-9999.0
    -11.25,     128.5,-9999.0
    -11.25,    128.75,-9999.0
    -11.25,       129,-9999.0
    -11.25,    129.25,-9999.0
    -11.25,     129.5,-9999.0
    -11.25,    129.75,-9999.0
    -11.25,       130,-9999.0
    -11.25,    130.25,-9999.0
    -11.25,     130.5,-2.0
    -11.25,    130.75,-9999.0
    -11.25,       131,-9999.0
    -11.25,    131.25,-1.8
    -11.25,     131.5,-9999.0
    -11.25,    131.75,-9999.0
    -11.25,       132,-1.5
    -11.25,    132.25,-1.5
    -11.25,     132.5,-1.5
    -11.25,    132.75,-9999.0
    -11.25,       133,-9999.0
    -11.25,    133.25,-9999.0
    -11.25,     133.5,-9999.0
    -11.25,    133.75,-9999.0
    -11.25,       134,-9999.0
    -11.25,    134.25,-9999.0
    -11.25,     134.5,-9999.0
    -11.25,    134.75,-9999.0
    -11.25,       135,-9999.0
    -11.25,    135.25,-9999.0
    -11.25,     135.5,-9999.0
    -11.25,    135.75,-9999.0
    -11.25,       136,-9999.0
    -11.25,    136.25,-9999.0
    -11.25,     136.5,-9999.0
    -11.25,    136.75,-9999.0
    -11.25,       137,-9999.0
    -11.25,    137.25,-9999.0
    -11.25,     137.5,-9999.0
    -11.25,    137.75,-9999.0
    -11.25,       138,-9999.0
    -11.25,    138.25,-9999.0
    -11.25,     138.5,-9999.0
    -11.25,    138.75,-9999.0
    -11.25,       139,-9999.0
    -11.25,    139.25,-9999.0
    -11.25,     139.5,-9999.0
    -11.25,    139.75,-9999.0
    -11.25,       140,-9999.0
    -11.25,    140.25,-9999.0
    -11.25,     140.5,-9999.0
    -11.25,    140.75,-9999.0
    -11.25,       141,-9999.0
    -11.25,    141.25,-9999.0
    -11.25,     141.5,-9999.0
    -11.25,    141.75,-9999.0
    -11.25,       142,-9999.0
    -11.25,    142.25,-1.8
    -11.25,     142.5,-2.1
    -11.25,    142.75,-2.2
    -11.25,       143,-9999.0
    -11.25,    143.25,-9999.0
    -11.25,     143.5,-9999.0
    -11.25,    143.75,-9999.0
    -11.25,       144,-9999.0
    -11.25,    144.25,-9999.0
    -11.25,     144.5,-9999.0
    -11.25,    144.75,-9999.0
    -11.25,       145,-9999.0
    -11.25,    145.25,-9999.0
    -11.25,     145.5,-9999.0
    -11.25,    145.75,-9999.0
    -11.25,       146,-9999.0
    -11.25,    146.25,-9999.0
    -11.25,     146.5,-9999.0
    -11.25,    146.75,-9999.0
    -11.25,       147,-9999.0
    -11.25,    147.25,-9999.0
    -11.25,     147.5,-9999.0
    -11.25,    147.75,-9999.0
    -11.25,       148,-9999.0
    -11.25,    148.25,-9999.0
    -11.25,     148.5,-9999.0
    -11.25,    148.75,-9999.0
    -11.25,       149,-9999.0
    -11.25,    149.25,-9999.0
    -11.25,     149.5,-9999.0
    -11.25,    149.75,-9999.0
    -11.25,       150,-9999.0
    -11.25,    150.25,-9999.0
    -11.25,     150.5,-9999.0
    -11.25,    150.75,-9999.0
    -11.25,       151,-9999.0
    -11.25,    151.25,-9999.0
    -11.25,     151.5,-9999.0
    -11.25,    151.75,-9999.0
    -11.25,       152,-9999.0
    -11.25,    152.25,-9999.0
    -11.25,     152.5,-9999.0
    -11.25,    152.75,-9999.0
    -11.25,       153,-9999.0
    -11.25,    153.25,-9999.0
    -11.25,     153.5,-9999.0
    -11.25,    153.75,-9999.0
    -11.25,       154,-9999.0
     -11.5,       112,-9999.0
     -11.5,    112.25,-9999.0
     -11.5,     112.5,-9999.0
     -11.5,    112.75,-9999.0
     -11.5,       113,-9999.0
     -11.5,    113.25,-9999.0
     -11.5,     113.5,-9999.0
     -11.5,    113.75,-9999.0
     -11.5,       114,-9999.0
     -11.5,    114.25,-9999.0
     -11.5,     114.5,-9999.0
     -11.5,    114.75,-9999.0
     -11.5,       115,-9999.0
     -11.5,    115.25,-9999.0
     -11.5,     115.5,-9999.0
     -11.5,    115.75,-9999.0
     -11.5,       116,-9999.0
     -11.5,    116.25,-9999.0
     -11.5,     116.5,-9999.0
     -11.5,    116.75,-9999.0
     -11.5,       117,-9999.0
     -11.5,    117.25,-9999.0
     -11.5,     117.5,-9999.0
     -11.5,    117.75,-9999.0
     -11.5,       118,-9999.0
     -11.5,    118.25,-9999.0
     -11.5,     118.5,-9999.0
     -11.5,    118.75,-9999.0
     -11.5,       119,-9999.0
     -11.5,    119.25,-9999.0
     -11.5,     119.5,-9999.0
     -11.5,    119.75,-9999.0
     -11.5,       120,-9999.0
     -11.5,    120.25,-9999.0
     -11.5,     120.5,-9999.0
     -11.5,    120.75,-9999.0
     -11.5,       121,-9999.0
     -11.5,    121.25,-9999.0
     -11.5,     121.5,-9999.0
     -11.5,    121.75,-9999.0
     -11.5,       122,-9999.0
     -11.5,    122.25,-9999.0
     -11.5,     122.5,-9999.0
     -11.5,    122.75,-9999.0
     -11.5,       123,-9999.0
     -11.5,    123.25,-9999.0
     -11.5,     123.5,-9999.0
     -11.5,    123.75,-9999.0
     -11.5,       124,-9999.0
     -11.5,    124.25,-9999.0
     -11.5,     124.5,-9999.0
     -11.5,    124.75,-9999.0
     -11.5,       125,-9999.0
     -11.5,    125.25,-9999.0
     -11.5,     125.5,-9999.0
     -11.5,    125.75,-9999.0
     -11.5,       126,-9999.0
     -11.5,    126.25,-9999.0
     -11.5,     126.5,-9999.0
     -11.5,    126.75,-9999.0
     -11.5,       127,-9999.0
     -11.5,    127.25,-9999.0
     -11.5,     127.5,-9999.0
     -11.5,    127.75,-9999.0
     -11.5,       128,-9999.0
     -11.5,    128.25,-9999.0
     -11.5,     128.5,-9999.0
     -11.5,    128.75,-9999.0
     -11.5,       129,-9999.0
     -11.5,    129.25,-9999.0
     -11.5,     129.5,-9999.0
     -11.5,    129.75,-9999.0
     -11.5,       130,-9999.0
     -11.5,    130.25,-1.7
     -11.5,     130.5,-1.7
     -11.5,    130.75,-1.7
     -11.5,       131,-1.6
     -11.5,    131.25,-1.5
     -11.5,     131.5,-1.4
     -11.5,    131.75,-9999.0
     -11.5,       132,-9999.0
     -11.5,    132.25,-9999.0
     -11.5,     132.5,-1.2
     -11.5,    132.75,-1.1
     -11.5,       133,-1.1
     -11.5,    133.25,-9999.0
     -11.5,     133.5,-1.0
     -11.5,    133.75,-9999.0
     -11.5,       134,-9999.0
     -11.5,    134.25,-9999.0
     -11.5,     134.5,-9999.0
     -11.5,    134.75,-9999.0
     -11.5,       135,-9999.0
     -11.5,    135.25,-9999.0
     -11.5,     135.5,-9999.0
     -11.5,    135.75,-9999.0
     -11.5,       136,-9999.0
     -11.5,    136.25,-9999.0
     -11.5,     136.5,-4.1
     -11.5,    136.75,-9999.0
     -11.5,       137,-9999.0
     -11.5,    137.25,-9999.0
     -11.5,     137.5,-9999.0
     -11.5,    137.75,-9999.0
     -11.5,       138,-9999.0
     -11.5,    138.25,-9999.0
     -11.5,     138.5,-9999.0
     -11.5,    138.75,-9999.0
     -11.5,       139,-9999.0
     -11.5,    139.25,-9999.0
     -11.5,     139.5,-9999.0
     -11.5,    139.75,-9999.0
     -11.5,       140,-9999.0
     -11.5,    140.25,-9999.0
     -11.5,     140.5,-9999.0
     -11.5,    140.75,-9999.0
     -11.5,       141,-9999.0
     -11.5,    141.25,-9999.0
     -11.5,     141.5,-9999.0
     -11.5,    141.75,-9999.0
     -11.5,       142,-9999.0
     -11.5,    142.25,-1.5
     -11.5,     142.5,-1.8
     -11.5,    142.75,-2.2
     -11.5,       143,-9999.0
     -11.5,    143.25,-9999.0
     -11.5,     143.5,-9999.0
     -11.5,    143.75,-9999.0
     -11.5,       144,-9999.0
     -11.5,    144.25,-9999.0
     -11.5,     144.5,-9999.0
     -11.5,    144.75,-9999.0
     -11.5,       145,-9999.0
     -11.5,    145.25,-9999.0
     -11.5,     145.5,-9999.0
     -11.5,    145.75,-9999.0
     -11.5,       146,-9999.0
     -11.5,    146.25,-9999.0
     -11.5,     146.5,-9999.0
     -11.5,    146.75,-9999.0
     -11.5,       147,-9999.0
     -11.5,    147.25,-9999.0
     -11.5,     147.5,-9999.0
     -11.5,    147.75,-9999.0
     -11.5,       148,-9999.0
     -11.5,    148.25,-9999.0
     -11.5,     148.5,-9999.0
     -11.5,    148.75,-9999.0
     -11.5,       149,-9999.0
     -11.5,    149.25,-9999.0
     -11.5,     149.5,-9999.0
     -11.5,    149.75,-9999.0
     -11.5,       150,-9999.0
     -11.5,    150.25,-9999.0
     -11.5,     150.5,-9999.0
     -11.5,    150.75,-9999.0
     -11.5,       151,-9999.0
     -11.5,    151.25,-9999.0
     -11.5,     151.5,-9999.0
     -11.5,    151.75,-9999.0
     -11.5,       152,-9999.0
     -11.5,    152.25,-9999.0
     -11.5,     152.5,-9999.0
     -11.5,    152.75,-9999.0
     -11.5,       153,-9999.0
     -11.5,    153.25,-9999.0
     -11.5,     153.5,-9999.0
     -11.5,    153.75,-9999.0
     -11.5,       154,-9999.0
    -11.75,       112,-9999.0
    -11.75,    112.25,-9999.0
    -11.75,     112.5,-9999.0
    -11.75,    112.75,-9999.0
    -11.75,       113,-9999.0
    -11.75,    113.25,-9999.0
    -11.75,     113.5,-9999.0
    -11.75,    113.75,-9999.0
    -11.75,       114,-9999.0
    -11.75,    114.25,-9999.0
    -11.75,     114.5,-9999.0
    -11.75,    114.75,-9999.0
    -11.75,       115,-9999.0
    -11.75,    115.25,-9999.0
    -11.75,     115.5,-9999.0
    -11.75,    115.75,-9999.0
    -11.75,       116,-9999.0
    -11.75,    116.25,-9999.0
    -11.75,     116.5,-9999.0
    -11.75,    116.75,-9999.0
    -11.75,       117,-9999.0
    -11.75,    117.25,-9999.0
    -11.75,     117.5,-9999.0
    -11.75,    117.75,-9999.0
    -11.75,       118,-9999.0
    -11.75,    118.25,-9999.0
    -11.75,     118.5,-9999.0
    -11.75,    118.75,-9999.0
    -11.75,       119,-9999.0
    -11.75,    119.25,-9999.0
    -11.75,     119.5,-9999.0
    -11.75,    119.75,-9999.0
    -11.75,       120,-9999.0
    -11.75,    120.25,-9999.0
    -11.75,     120.5,-9999.0
    -11.75,    120.75,-9999.0
    -11.75,       121,-9999.0
    -11.75,    121.25,-9999.0
    -11.75,     121.5,-9999.0
    -11.75,    121.75,-9999.0
    -11.75,       122,-9999.0
    -11.75,    122.25,-9999.0
    -11.75,     122.5,-9999.0
    -11.75,    122.75,-9999.0
    -11.75,       123,-9999.0
    -11.75,    123.25,-9999.0
    -11.75,     123.5,-9999.0
    -11.75,    123.75,-9999.0
    -11.75,       124,-9999.0
    -11.75,    124.25,-9999.0
    -11.75,     124.5,-9999.0
    -11.75,    124.75,-9999.0
    -11.75,       125,-9999.0
    -11.75,    125.25,-9999.0
    -11.75,     125.5,-9999.0
    -11.75,    125.75,-9999.0
    -11.75,       126,-9999.0
    -11.75,    126.25,-9999.0
    -11.75,     126.5,-9999.0
    -11.75,    126.75,-9999.0
    -11.75,       127,-9999.0
    -11.75,    127.25,-9999.0
    -11.75,     127.5,-9999.0
    -11.75,    127.75,-9999.0
    -11.75,       128,-9999.0
    -11.75,    128.25,-9999.0
    -11.75,     128.5,-9999.0
    -11.75,    128.75,-9999.0
    -11.75,       129,-9999.0
    -11.75,    129.25,-9999.0
    -11.75,     129.5,-9999.0
    -11.75,    129.75,-9999.0
    -11.75,       130,-9999.0
    -11.75,    130.25,-1.5
    -11.75,     130.5,-1.5
    -11.75,    130.75,-1.4
    -11.75,       131,-1.2
    -11.75,    131.25,-1.2
    -11.75,     131.5,-9999.0
    -11.75,    131.75,-9999.0
    -11.75,       132,-9999.0
    -11.75,    132.25,-9999.0
    -11.75,     132.5,-9999.0
    -11.75,    132.75,-0.9
    -11.75,       133,-0.9
    -11.75,    133.25,-0.9
    -11.75,     133.5,-0.9
    -11.75,    133.75,-1.0
    -11.75,       134,-9999.0
    -11.75,    134.25,-9999.0
    -11.75,     134.5,-9999.0
    -11.75,    134.75,-9999.0
    -11.75,       135,-9999.0
    -11.75,    135.25,-9999.0
    -11.75,     135.5,-9999.0
    -11.75,    135.75,-9999.0
    -11.75,       136,-2.7
    -11.75,    136.25,-9999.0
    -11.75,     136.5,-9999.0
    -11.75,    136.75,-9999.0
    -11.75,       137,-9999.0
    -11.75,    137.25,-9999.0
    -11.75,     137.5,-9999.0
    -11.75,    137.75,-9999.0
    -11.75,       138,-9999.0
    -11.75,    138.25,-9999.0
    -11.75,     138.5,-9999.0
    -11.75,    138.75,-9999.0
    -11.75,       139,-9999.0
    -11.75,    139.25,-9999.0
    -11.75,     139.5,-9999.0
    -11.75,    139.75,-9999.0
    -11.75,       140,-9999.0
    -11.75,    140.25,-9999.0
    -11.75,     140.5,-9999.0
    -11.75,    140.75,-9999.0
    -11.75,       141,-9999.0
    -11.75,    141.25,-9999.0
    -11.75,     141.5,-9999.0
    -11.75,    141.75,-9999.0
    -11.75,       142,-1.3
    -11.75,    142.25,-1.4
    -11.75,     142.5,-1.6
    -11.75,    142.75,-2.1
    -11.75,       143,-9999.0
    -11.75,    143.25,-9999.0
    -11.75,     143.5,-9999.0
    -11.75,    143.75,-9999.0
    -11.75,       144,-9999.0
    -11.75,    144.25,-9999.0
    -11.75,     144.5,-9999.0
    -11.75,    144.75,-9999.0
    -11.75,       145,-9999.0
    -11.75,    145.25,-9999.0
    -11.75,     145.5,-9999.0
    -11.75,    145.75,-9999.0
    -11.75,       146,-9999.0
    -11.75,    146.25,-9999.0
    -11.75,     146.5,-9999.0
    -11.75,    146.75,-9999.0
    -11.75,       147,-9999.0
    -11.75,    147.25,-9999.0
    -11.75,     147.5,-9999.0
    -11.75,    147.75,-9999.0
    -11.75,       148,-9999.0
    -11.75,    148.25,-9999.0
    -11.75,     148.5,-9999.0
    -11.75,    148.75,-9999.0
    -11.75,       149,-9999.0
    -11.75,    149.25,-9999.0
    -11.75,     149.5,-9999.0
    -11.75,    149.75,-9999.0
    -11.75,       150,-9999.0
    -11.75,    150.25,-9999.0
    -11.75,     150.5,-9999.0
    -11.75,    150.75,-9999.0
    -11.75,       151,-9999.0
    -11.75,    151.25,-9999.0
    -11.75,     151.5,-9999.0
    -11.75,    151.75,-9999.0
    -11.75,       152,-9999.0
    -11.75,    152.25,-9999.0
    -11.75,     152.5,-9999.0
    -11.75,    152.75,-9999.0
    -11.75,       153,-9999.0
    -11.75,    153.25,-9999.0
    -11.75,     153.5,-9999.0
    -11.75,    153.75,-9999.0
    -11.75,       154,-9999.0
       -12,       112,-9999.0
       -12,    112.25,-9999.0
       -12,     112.5,-9999.0
       -12,    112.75,-9999.0
       -12,       113,-9999.0
       -12,    113.25,-9999.0
       -12,     113.5,-9999.0
       -12,    113.75,-9999.0
       -12,       114,-9999.0
       -12,    114.25,-9999.0
       -12,     114.5,-9999.0
       -12,    114.75,-9999.0
       -12,       115,-9999.0
       -12,    115.25,-9999.0
       -12,     115.5,-9999.0
       -12,    115.75,-9999.0
       -12,       116,-9999.0
       -12,    116.25,-9999.0
       -12,     116.5,-9999.0
       -12,    116.75,-9999.0
       -12,       117,-9999.0
       -12,    117.25,-9999.0
       -12,     117.5,-9999.0
       -12,    117.75,-9999.0
       -12,       118,-9999.0
       -12,    118.25,-9999.0
       -12,     118.5,-9999.0
       -12,    118.75,-9999.0
       -12,       119,-9999.0
       -12,    119.25,-9999.0
       -12,     119.5,-9999.0
       -12,    119.75,-9999.0
       -12,       120,-9999.0
       -12,    120.25,-9999.0
       -12,     120.5,-9999.0
       -12,    120.75,-9999.0
       -12,       121,-9999.0
       -12,    121.25,-9999.0
       -12,     121.5,-9999.0
       -12,    121.75,-9999.0
       -12,       122,-9999.0
       -12,    122.25,-9999.0
       -12,     122.5,-9999.0
       -12,    122.75,-9999.0
       -12,       123,-9999.0
       -12,    123.25,-9999.0
       -12,     123.5,-9999.0
       -12,    123.75,-9999.0
       -12,       124,-9999.0
       -12,    124.25,-9999.0
       -12,     124.5,-9999.0
       -12,    124.75,-9999.0
       -12,       125,-9999.0
       -12,    125.25,-9999.0
       -12,     125.5,-9999.0
       -12,    125.75,-9999.0
       -12,       126,-9999.0
       -12,    126.25,-9999.0
       -12,     126.5,-9999.0
       -12,    126.75,-9999.0
       -12,       127,-9999.0
       -12,    127.25,-9999.0
       -12,     127.5,-9999.0
       -12,    127.75,-9999.0
       -12,       128,-9999.0
       -12,    128.25,-9999.0
       -12,     128.5,-9999.0
       -12,    128.75,-9999.0
       -12,       129,-9999.0
       -12,    129.25,-9999.0
       -12,     129.5,-9999.0
       -12,    129.75,-9999.0
       -12,       130,-9999.0
       -12,    130.25,-9999.0
       -12,     130.5,-9999.0
       -12,    130.75,-9999.0
       -12,       131,-9999.0
       -12,    131.25,-9999.0
       -12,     131.5,-9999.0
       -12,    131.75,-9999.0
       -12,       132,-9999.0
       -12,    132.25,-9999.0
       -12,     132.5,-9999.0
       -12,    132.75,-0.7
       -12,       133,-0.7
       -12,    133.25,-0.8
       -12,     133.5,-0.8
       -12,    133.75,-0.9
       -12,       134,-0.9
       -12,    134.25,-1.0
       -12,     134.5,-9999.0
       -12,    134.75,-1.3
       -12,       135,-1.4
       -12,    135.25,-9999.0
       -12,     135.5,-9999.0
       -12,    135.75,-1.9
       -12,       136,-9999.0
       -12,    136.25,-3.0
       -12,     136.5,-3.6
       -12,    136.75,-9999.0
       -12,       137,-9999.0
       -12,    137.25,-9999.0
       -12,     137.5,-9999.0
       -12,    137.75,-9999.0
